date,us_treasury_10y,inflation,gold,sp500,dollar_index
2022-05-26,2.7222,2.4723,136.2805,95.9551,158.4231
2022-05-27,2.7301,2.5162,136.114,93.9727,157.4984
2022-05-30,2.7222,2.5471,136.0304,93.7261,154.0117
2022-05-31,2.6937,2.4544,133.8547,92.9541,157.0002
2022-06-01,2.6587,2.3998,133.911,93.1306,157.9753
2022-06-02,2.5981,2.2087,130.3075,91.0572,157.6216
2022-06-03,2.613,2.2415,131.7921,93.7534,155.815
2022-06-06,2.6325,2.2901,131.0706,95.1853,154.7336
2022-06-07,2.5166,2.2489,133.2806,95.2178,151.4168
2022-06-08,2.4475,2.359,133.2889,92.7861,150.8586
2022-06-09,2.4341,2.4066,134.4491,93.7281,149.7364
2022-06-10,2.5163,2.443,135.0344,95.9514,150.1522
2022-06-13,2.5147,2.485,136.5319,96.0284,148.7915
2022-06-14,2.5969,2.6006,136.5309,96.2021,150.3554
2022-06-15,2.7241,2.7587,138.0751,95.9482,151.2883
2022-06-16,2.7552,2.8143,138.2037,95.9797,151.2522
2022-06-17,2.787,2.9544,139.7305,95.4078,152.0195
2022-06-20,2.6742,2.9213,138.5846,93.8101,150.7742
2022-06-21,2.6669,3.0512,140.8585,94.7012,149.2951
2022-06-22,2.6247,3.0914,140.5984,95.8198,147.9805
2022-06-23,2.7079,3.0195,138.8963,95.0234,150.5376
2022-06-24,2.52,2.8576,138.525,97.8831,148.1955
2022-06-27,2.5114,2.7608,135.6861,95.5716,147.023
2022-06-28,2.479,2.7736,136.5548,95.1069,148.8185
2022-06-29,2.5111,2.6125,136.1824,94.9519,148.8474
2022-06-30,2.4116,2.5694,134.0095,93.8012,149.3555
2022-07-01,2.4685,2.7766,134.8241,95.3276,150.2996
2022-07-04,2.5426,2.7198,134.2714,95.8276,148.5948
2022-07-05,2.5947,2.691,135.0063,95.215,148.9412
2022-07-06,2.7754,2.7589,134.8497,96.0418,151.0775
2022-07-07,2.7755,2.7015,134.6326,94.2877,152.4764
2022-07-08,2.7386,2.54,133.4823,94.9914,152.5856
2022-07-11,2.8696,2.667,133.8852,94.2936,154.5206
2022-07-12,2.7689,2.5975,133.1345,93.8313,153.698
2022-07-13,2.8636,2.5886,134.3837,94.4262,154.6105
2022-07-14,2.8297,2.6716,136.1708,95.3772,156.6349
2022-07-15,2.8615,2.6812,137.8677,96.8057,153.9724
2022-07-18,2.7876,2.7125,137.4048,97.107,152.1449
2022-07-19,2.6044,2.5393,137.9842,97.7145,151.2909
2022-07-20,2.5718,2.5437,137.4108,97.8188,150.55
2022-07-21,2.5673,2.6219,139.4203,97.4652,152.2461
2022-07-22,2.5833,2.4987,138.2608,97.5844,154.367
2022-07-25,2.6866,2.4104,136.7519,96.9455,155.6673
2022-07-26,2.7294,2.3921,136.5194,95.4178,158.4854
2022-07-27,2.5897,2.3939,136.6721,96.6031,157.0484
2022-07-28,2.4825,2.4195,138.8299,97.7071,156.0593
2022-07-29,2.5343,2.3665,137.175,97.6554,158.0611
2022-08-01,2.5685,2.37,136.7703,98.1114,159.3849
2022-08-02,2.7468,2.4812,137.2535,97.4318,160.7196
2022-08-03,2.829,2.5137,135.6921,97.151,162.545
2022-08-04,2.8655,2.5755,138.1779,97.3318,163.5006
2022-08-05,2.9722,2.7198,136.7884,97.0527,164.6174
2022-08-08,3.052,2.7306,137.4337,94.9458,167.3211
2022-08-09,3.0218,2.5638,134.9663,95.3446,167.7878
2022-08-10,2.9456,2.4901,134.5758,95.9964,166.4583
2022-08-11,2.9242,2.4308,133.5858,97.3829,167.6029
2022-08-12,2.9073,2.4634,134.2014,97.6781,166.5099
2022-08-15,2.7956,2.3835,132.3126,99.636,164.0841
2022-08-16,3.0265,2.4968,132.2277,98.2049,165.7694
2022-08-17,3.0426,2.5728,133.3089,97.7833,166.2495
2022-08-18,2.9732,2.6226,134.7552,99.3292,166.0891
2022-08-19,2.9059,2.7268,134.325,101.292,163.9734
2022-08-22,2.9714,2.6914,134.4254,100.2361,165.4772
2022-08-23,3.064,2.782,135.6343,101.9889,162.1202
2022-08-24,3.1193,2.6751,136.0805,100.2127,162.6466
2022-08-25,3.0633,2.6388,135.8067,99.3277,163.2607
2022-08-26,3.0635,2.4902,134.9034,99.1407,163.922
2022-08-29,3.0498,2.4425,134.6311,100.7304,162.5979
2022-08-30,3.0283,2.444,134.9042,102.037,161.25
2022-08-31,3.0304,2.4389,132.621,100.7087,161.3424
2022-09-01,2.9827,2.432,133.1074,100.6694,159.8945
2022-09-02,2.943,2.4917,132.8793,100.528,158.1004
2022-09-05,2.9094,2.4212,131.9765,101.5225,156.6599
2022-09-06,2.9999,2.5262,132.1737,99.5543,158.1682
2022-09-07,2.9964,2.5111,132.9972,100.2421,156.682
2022-09-08,3.049,2.5115,133.9618,100.009,156.108
2022-09-09,3.1263,2.4797,134.0822,98.6104,156.9333
2022-09-12,3.2821,2.5244,134.2938,98.9872,157.9662
2022-09-13,3.2326,2.3626,134.1916,97.2172,155.0854
2022-09-14,3.1472,2.409,134.8921,97.1782,155.9412
2022-09-15,3.1925,2.379,134.657,96.3485,155.2555
2022-09-16,3.083,2.2632,134.3538,96.8922,153.2883
2022-09-19,2.966,2.2164,133.8354,98.2202,149.7747
2022-09-20,2.9549,2.2908,135.0932,99.4425,151.4751
2022-09-21,2.9375,2.3072,136.3889,99.0912,148.8171
2022-09-22,3.0241,2.23,136.2659,98.9252,148.6997
2022-09-23,2.9952,2.1625,135.5479,100.3495,149.2627
2022-09-26,3.0274,2.1786,136.0964,99.7865,152.7024
2022-09-27,3.176,2.223,136.6487,98.7306,151.8838
2022-09-28,3.1962,2.3146,137.4601,97.4163,153.0336
2022-09-29,3.3145,2.4203,139.6902,100.0564,153.2491
2022-09-30,3.2803,2.4661,142.04,101.8388,154.4024
2022-10-03,3.2706,2.3511,141.1728,104.518,153.6738
2022-10-04,3.2554,2.4407,141.4,102.5706,153.4397
2022-10-05,3.2221,2.4106,141.0736,103.6243,152.809
2022-10-06,3.2374,2.4462,141.9682,104.4957,154.0608
2022-10-07,3.2123,2.4714,140.6956,104.9907,154.7598
2022-10-10,3.3074,2.4239,140.8234,106.1469,153.5286
2022-10-11,3.3297,2.3955,140.4998,103.9223,154.3959
2022-10-12,3.3887,2.3698,139.805,102.2262,153.1006
2022-10-13,3.4051,2.3771,140.439,103.6017,152.3347
2022-10-14,3.4876,2.4411,140.5097,102.0449,153.5158
2022-10-17,3.5121,2.4859,140.0123,101.6865,156.4315
2022-10-18,3.4814,2.4505,141.3363,102.3501,157.5506
2022-10-19,3.4441,2.3674,142.5732,103.2615,156.9202
2022-10-20,3.4202,2.5123,143.4285,105.3473,154.7901
2022-10-21,3.43,2.5224,144.4306,103.3813,155.3913
2022-10-24,3.4337,2.445,144.3275,103.8271,153.8546
2022-10-25,3.4016,2.3647,143.6263,104.1728,154.4975
2022-10-26,3.3444,2.322,143.7333,104.5122,152.5891
2022-10-27,3.3682,2.257,143.8724,106.0569,153.0717
2022-10-28,3.3303,2.3252,143.0563,103.9174,154.0858
2022-10-31,3.2757,2.4599,143.6562,102.2057,153.1327
2022-11-01,3.2516,2.4468,145.5719,102.4007,153.0299
2022-11-02,3.1793,2.451,144.9326,101.2972,154.816
2022-11-03,3.1969,2.4621,143.5631,100.1827,156.1606
2022-11-04,3.1004,2.5275,144.6528,98.8396,157.3178
2022-11-07,2.99,2.4163,144.4437,99.0305,159.1199
2022-11-08,2.9156,2.5189,145.3584,98.8496,158.9591
2022-11-09,2.9601,2.5746,144.7267,98.6038,159.3569
2022-11-10,2.9889,2.5462,144.7542,97.8922,160.4759
2022-11-11,3.0872,2.5156,145.2414,97.5247,162.8474
2022-11-14,3.1445,2.4377,144.0236,96.2973,164.2868
2022-11-15,2.8889,2.492,146.1323,98.5134,159.6682
2022-11-16,3.0494,2.5347,146.9731,98.6297,157.0685
2022-11-17,3.0165,2.485,145.6156,97.1197,156.7436
2022-11-18,2.9628,2.2929,143.1736,96.847,156.802
2022-11-21,2.9262,2.2691,143.1768,96.797,157.3791
2022-11-22,3.0589,2.2396,145.18,97.779,157.5015
2022-11-23,2.9769,2.1414,143.5252,98.9151,154.001
2022-11-24,3.0399,2.2161,144.2244,98.1126,153.7626
2022-11-25,3.1629,2.2439,146.3856,98.3117,153.9621
2022-11-28,3.1998,2.2522,145.103,97.7767,156.6689
2022-11-29,3.2097,2.2091,143.3854,96.9333,157.7961
2022-11-30,3.0933,2.2284,145.8499,97.6074,153.6578
2022-12-01,3.0987,2.4027,146.0375,98.0917,154.2252
2022-12-02,2.9305,2.2627,144.6691,98.8398,153.8895
2022-12-05,2.8008,2.3128,145.9064,98.3624,152.3434
2022-12-06,2.8,2.2914,147.5062,101.01,151.7035
2022-12-07,2.7449,2.4038,149.2695,102.644,148.1186
2022-12-08,2.9084,2.5715,150.3196,100.1008,151.8622
2022-12-09,2.8165,2.6389,149.5884,98.7684,148.3551
2022-12-12,2.9192,2.7634,150.2655,98.8869,149.9125
2022-12-13,2.8614,2.7732,151.0312,98.4258,150.7756
2022-12-14,2.8291,2.7332,151.7379,97.445,150.923
2022-12-15,2.73,2.6838,150.1327,97.0074,150.9681
2022-12-16,2.6422,2.6921,150.5054,95.8953,150.0616
2022-12-19,2.7125,2.668,152.3908,98.7629,150.3168
2022-12-20,2.8691,2.816,153.1618,97.449,151.4943
2022-12-21,2.9139,2.754,151.1135,96.4417,151.7826
2022-12-22,2.7969,2.6716,153.2947,98.282,149.844
2022-12-23,2.8004,2.6688,152.5287,98.387,149.9423
2022-12-26,2.8888,2.743,152.0144,97.9423,151.1638
2022-12-27,3.0087,2.7632,154.3372,99.374,150.8826
2022-12-28,2.9126,2.7491,153.9334,97.5292,153.7617
2022-12-29,2.9772,2.798,156.0028,97.4285,152.3882
2022-12-30,3.054,2.9357,155.7501,96.9409,151.8245
2023-01-02,3.1034,3.0396,157.189,96.6009,151.7156
2023-01-03,3.0773,3.0292,157.3487,98.0968,149.3344
2023-01-04,3.0396,3.0184,159.1318,98.5997,150.6149
2023-01-05,2.9574,3.0637,160.7407,100.6852,148.8758
2023-01-06,2.9878,2.9571,159.9642,101.292,147.2512
2023-01-09,3.0686,2.9529,161.0022,103.6488,147.2976
2023-01-10,3.1533,2.9527,160.7645,103.8687,145.917
2023-01-11,3.0725,2.8256,158.9122,103.4585,147.541
2023-01-12,3.0675,3.0206,160.5596,102.1056,148.0464
2023-01-13,3.0405,3.0016,158.0412,100.6911,146.2221
2023-01-16,3.0038,3.0718,160.3006,100.9798,147.8155
2023-01-17,2.9265,3.1175,159.8356,101.6415,147.2594
2023-01-18,2.9058,3.0337,158.9328,102.2213,147.9017
2023-01-19,2.9356,2.9475,156.793,99.5878,150.0048
2023-01-20,2.9804,2.9676,160.3507,100.9929,148.7694
2023-01-23,3.2086,3.0168,158.5621,97.817,151.4212
2023-01-24,3.2051,2.9693,157.6185,95.5702,153.4119
2023-01-25,3.2281,2.9277,158.9706,96.1708,152.5094
2023-01-26,3.3556,3.0977,160.0785,95.3459,155.4755
2023-01-27,3.3615,3.1842,160.9852,94.8758,155.2382
2023-01-30,3.2716,3.1771,162.0762,95.1979,153.9293
2023-01-31,3.3005,3.1428,160.4594,93.834,154.2071
2023-02-01,3.348,3.0568,162.1254,93.4682,154.0821
2023-02-02,3.2946,3.0027,160.7184,93.4009,155.0686
2023-02-03,3.247,3.0139,161.0289,94.5907,156.4124
2023-02-06,3.4431,3.0738,161.5117,95.2156,158.8012
2023-02-07,3.3497,3.0959,161.4707,96.0289,160.056
2023-02-08,3.4721,3.2411,162.6048,95.3642,159.8167
2023-02-09,3.3415,3.1716,161.0935,94.2022,161.2516
2023-02-10,3.3677,3.1612,160.2645,95.799,160.507
2023-02-13,3.5681,3.2279,159.9221,95.065,161.132
2023-02-14,3.6157,3.2521,161.3984,94.3985,160.3162
2023-02-15,3.6495,3.2362,160.8885,94.8925,161.5423
2023-02-16,3.6434,3.2919,160.4244,93.5284,162.0215
2023-02-17,3.4157,3.0912,157.4403,91.1661,160.8458
2023-02-20,3.3538,2.9919,155.2379,91.5415,158.0715
2023-02-21,3.3058,3.0264,155.1996,91.1756,158.2289
2023-02-22,3.3737,3.0303,158.312,92.5149,157.649
2023-02-23,3.2857,3.0032,156.8278,91.8576,158.3456
2023-02-24,3.3264,2.9812,157.7329,92.6698,158.3448
2023-02-27,3.1297,2.943,157.1518,93.2846,156.6461
2023-02-28,2.9801,2.8698,154.8828,94.9714,156.803
2023-03-01,2.8183,2.7552,151.6271,95.7871,152.5217
2023-03-02,2.8456,2.8676,152.6771,93.0821,151.7384
2023-03-03,2.7793,2.8368,153.3085,94.9634,153.466
2023-03-06,2.796,2.8703,155.2002,95.8908,152.6509
2023-03-07,2.8563,2.9203,156.8032,96.635,156.9933
2023-03-08,2.8878,2.8912,155.3435,97.8376,155.8274
2023-03-09,2.8179,2.7763,154.2047,99.1196,154.97
2023-03-10,2.8238,2.8281,155.344,101.0255,155.4586
2023-03-13,2.6652,2.6831,154.0666,100.9534,154.1473
2023-03-14,2.8216,2.6397,153.8079,99.7214,152.5383
2023-03-15,2.7555,2.6117,152.743,99.3472,150.7582
2023-03-16,2.7395,2.6994,154.049,99.8353,150.4104
2023-03-17,2.7257,2.7339,156.2945,99.4353,150.6288
2023-03-20,2.6498,2.7283,155.5407,97.9106,147.4247
2023-03-21,2.6663,2.83,156.6913,98.6602,147.9071
2023-03-22,2.7149,2.8128,155.7497,99.4203,147.743
2023-03-23,2.8735,2.9817,159.3662,101.6356,149.1753
2023-03-24,2.8869,2.856,158.8632,100.527,149.527
2023-03-27,2.7762,2.739,158.9935,100.4833,146.7266
2023-03-28,2.5528,2.596,156.8024,102.7253,144.5408
2023-03-29,2.64,2.5302,155.6149,103.5754,143.8135
2023-03-30,2.6049,2.5233,156.5376,104.8761,144.3392
2023-03-31,2.6596,2.4337,156.0123,103.5672,144.5294
2023-04-03,2.6867,2.4194,156.4816,105.6372,141.7112
2023-04-04,2.7993,2.553,157.83,104.228,144.8082
2023-04-05,2.9047,2.6127,159.3617,106.1027,145.972
2023-04-06,3.0292,2.7079,159.7336,104.8546,146.8382
2023-04-07,3.0314,2.7262,158.1366,103.9797,146.3688
2023-04-10,2.9576,2.7476,157.5123,102.437,147.0374
2023-04-11,2.9221,2.6246,154.5151,103.8617,145.4322
2023-04-12,3.0301,2.7122,155.7383,102.4607,145.3849
2023-04-13,3.0769,2.8579,155.4301,101.5395,147.0267
2023-04-14,3.1053,2.817,154.6046,102.3761,147.2877
2023-04-17,3.0259,2.6841,152.6733,101.1972,145.5106
2023-04-18,3.0173,2.6927,153.1871,100.897,145.463
2023-04-19,2.9798,2.6616,152.8177,99.1797,143.9464
2023-04-20,3.1281,2.6979,153.3087,97.6463,145.0139
2023-04-21,3.1721,2.69,155.3843,97.2838,143.3131
2023-04-24,3.0947,2.739,156.7299,103.1869,142.3059
2023-04-25,3.0054,2.8178,157.9352,105.3513,142.0444
2023-04-26,3.1468,2.7703,157.687,105.9063,143.7353
2023-04-27,3.0671,2.803,158.9774,104.1869,145.6061
2023-04-28,3.0278,2.7336,158.5376,104.5275,144.2287
2023-05-01,2.9247,2.58,157.7615,105.917,141.549
2023-05-02,2.8979,2.5669,157.4044,106.2604,141.2185
2023-05-03,2.766,2.5945,157.0191,105.6108,140.4799
2023-05-04,2.8362,2.5159,156.2089,105.5842,140.7388
2023-05-05,2.8287,2.5065,156.6901,107.8301,141.1871
2023-05-08,2.9888,2.5599,159.0099,107.0835,143.2117
2023-05-09,2.9794,2.6104,159.9041,108.0865,143.0939
2023-05-10,2.9573,2.5744,161.4364,108.8065,142.0886
2023-05-11,2.8987,2.5651,161.5717,109.8825,142.2308
2023-05-12,2.7981,2.4944,162.28,111.094,141.4888
2023-05-15,2.8438,2.4818,160.8,111.0176,140.6626
2023-05-16,2.9409,2.3553,161.7155,111.0576,142.727
2023-05-17,2.9743,2.3575,162.3723,111.1478,143.2556
2023-05-18,2.8687,2.3285,162.9085,112.792,141.3608
2023-05-19,2.9278,2.4333,162.2181,114.1386,140.4056
2023-05-22,2.9452,2.4248,163.4218,114.4918,141.4491
2023-05-23,2.7803,2.4089,166.5925,116.4739,137.0768
2023-05-24,2.7364,2.4432,167.9595,116.814,137.1325
2023-05-25,2.841,2.5179,169.0588,117.5495,134.4054
2023-05-26,2.8357,2.4918,170.0337,117.8105,136.5431
2023-05-29,2.8813,2.5445,170.7271,120.3547,136.8271
2023-05-30,2.8589,2.526,171.1925,117.5162,139.0787
2023-05-31,2.9968,2.6453,172.8095,118.5285,139.5996
2023-06-01,2.8609,2.6141,171.8571,118.289,138.719
2023-06-02,2.9556,2.6288,170.774,116.6726,139.1696
2023-06-05,3.0696,2.6834,169.4304,115.5083,140.0423
2023-06-06,3.1928,2.6483,167.7455,112.7103,141.9435
2023-06-07,3.2673,2.6505,169.1268,113.1817,142.2237
2023-06-08,3.209,2.6043,166.287,111.761,141.4167
2023-06-09,3.2171,2.6134,166.5781,110.0667,140.0843
2023-06-12,3.137,2.6055,165.3299,107.4311,139.8626
2023-06-13,3.2551,2.5714,166.5308,107.2459,140.5786
2023-06-14,3.2169,2.5943,167.2309,108.546,143.1114
2023-06-15,3.1822,2.6069,167.8103,108.0482,144.6782
2023-06-16,3.0586,2.6434,166.3005,109.285,143.7112
2023-06-19,3.1437,2.7686,166.6845,110.2855,144.0841
2023-06-20,3.0946,2.7572,167.9123,112.9926,144.8774
2023-06-21,2.9749,2.6645,167.136,113.6863,145.0565
2023-06-22,2.9877,2.6786,167.6082,114.3109,144.9301
2023-06-23,3.0328,2.6792,168.0607,115.5683,146.5172
2023-06-26,3.0737,2.7281,167.9504,115.9535,144.451
2023-06-27,3.0727,2.6446,166.9019,113.5267,143.6882
2023-06-28,2.9901,2.6525,168.7694,116.3448,139.5415
2023-06-29,3.031,2.6697,169.6042,114.7403,139.6241
2023-06-30,3.1624,2.7576,170.6143,115.7343,139.0761
2023-07-03,3.1328,2.6833,170.2283,115.6332,138.3225
2023-07-04,3.154,2.7045,170.8961,114.8875,139.0735
2023-07-05,3.2814,2.7051,172.0576,115.4552,138.7241
2023-07-06,3.1987,2.6152,171.4785,114.5165,137.5415
2023-07-07,3.0771,2.6595,170.2776,117.3059,136.3861
2023-07-10,2.9098,2.4687,170.3545,117.8264,136.9819
2023-07-11,2.9125,2.5599,171.557,116.7755,134.8433
2023-07-12,2.8798,2.5301,172.3288,117.7225,136.1997
2023-07-13,2.9329,2.6059,174.5337,117.2211,138.6452
2023-07-14,3.0182,2.8651,175.0901,116.4488,137.9258
2023-07-17,3.098,2.7689,174.9368,116.3468,139.5213
2023-07-18,3.192,2.6836,175.1302,116.5223,138.5611
2023-07-19,3.1063,2.4814,172.0218,118.765,138.9758
2023-07-20,3.0182,2.5337,172.9268,121.8569,137.1106
2023-07-21,3.1959,2.4292,171.2737,119.6206,139.5082
2023-07-24,3.2245,2.4029,171.6824,119.1763,138.6237
2023-07-25,3.2677,2.3847,170.5196,116.6579,138.9501
2023-07-26,3.225,2.1937,168.0107,115.9705,139.8944
2023-07-27,3.1602,2.2331,168.3295,114.7754,139.6617
2023-07-28,2.9576,2.1484,165.7531,116.5759,137.5286
2023-07-31,2.9667,2.2237,164.6394,112.7393,137.6877
2023-08-01,2.9229,2.2238,165.1279,114.0798,136.4592
2023-08-02,2.9541,2.2773,165.8889,114.8247,135.8221
2023-08-03,3.0901,2.3159,167.9546,116.1839,136.4158
2023-08-04,3.0818,2.3325,166.2521,115.6629,136.9246
2023-08-07,3.0566,2.3558,163.8912,114.0294,136.8619
2023-08-08,3.0283,2.3997,162.3806,114.051,135.8544
2023-08-09,2.9839,2.5231,163.8592,113.8722,135.9174
2023-08-10,2.9335,2.5345,164.0699,115.3355,133.6164
2023-08-11,2.9651,2.4802,163.6153,116.8787,134.9847
2023-08-14,2.8643,2.5254,163.1117,117.8102,132.3077
2023-08-15,2.7827,2.5846,160.3018,117.6681,132.2681
2023-08-16,2.8913,2.5476,160.7909,117.9807,132.6731
2023-08-17,2.9837,2.5928,159.6172,114.47,133.9842
2023-08-18,3.0358,2.5564,159.8216,116.2392,135.5164
2023-08-21,3.0214,2.5481,158.8301,119.7437,135.0186
2023-08-22,3.0311,2.5187,157.9479,119.1131,135.274
2023-08-23,3.0733,2.5502,158.1771,119.4195,136.4145
2023-08-24,3.0043,2.4175,157.0915,119.906,133.8691
2023-08-25,2.935,2.5104,155.2313,120.3204,133.4713
2023-08-28,2.9671,2.5918,158.7822,123.9313,128.838
2023-08-29,2.9251,2.4829,157.584,125.0144,127.5384
2023-08-30,2.778,2.3672,155.6547,122.7957,129.1914
2023-08-31,2.8209,2.3356,155.6436,123.3836,130.924
2023-09-01,2.7711,2.2881,155.7615,123.7943,133.6562
2023-09-04,2.729,2.2599,155.5886,122.66,133.7803
2023-09-05,2.7658,2.197,155.2345,121.1218,134.6507
2023-09-06,2.7972,2.1812,154.8816,122.9956,133.8703
2023-09-07,2.7877,2.0746,153.521,122.2315,135.6215
2023-09-08,2.7357,2.0651,154.8357,124.0076,134.0759
2023-09-11,2.7417,2.2803,156.8002,123.543,136.4371
2023-09-12,2.7407,2.2287,155.3261,120.3148,137.3582
2023-09-13,2.6012,2.2635,155.6688,121.2386,137.0798
2023-09-14,2.5803,2.361,155.8235,121.1018,140.3959
2023-09-15,2.6688,2.4609,157.1543,122.089,140.6761
2023-09-18,2.659,2.4772,157.7609,124.4464,139.8831
2023-09-19,2.5791,2.4683,156.9828,124.5918,139.721
2023-09-20,2.6946,2.676,160.8213,126.3276,139.6379
2023-09-21,2.629,2.616,160.6966,128.06,138.5281
2023-09-22,2.6269,2.5842,159.3951,128.0543,135.7928
2023-09-25,2.6598,2.6363,159.6023,128.3882,135.1647
2023-09-26,2.6793,2.6461,162.193,131.821,136.3153
2023-09-27,2.6877,2.6188,161.7603,130.4923,136.94
2023-09-28,2.6437,2.5595,162.7036,130.8509,135.91
2023-09-29,2.6732,2.6101,162.9591,132.0998,136.5956
2023-10-02,2.5206,2.6404,161.7252,133.9372,133.02
2023-10-03,2.3933,2.4862,160.8786,131.8861,134.925
2023-10-04,2.4391,2.5975,160.5439,131.5796,134.2433
2023-10-05,2.2498,2.6815,163.1037,131.9876,130.6171
2023-10-06,2.2898,2.7327,164.2483,130.6752,130.6476
2023-10-09,2.1426,2.6747,164.2203,132.3116,129.4181
2023-10-10,2.0948,2.5975,161.0931,131.6617,127.2752
2023-10-11,2.1405,2.7012,161.8738,135.1302,125.2759
2023-10-12,2.2996,2.7534,162.3573,135.4745,126.4449
2023-10-13,2.4593,2.9609,164.7636,134.9763,126.05
2023-10-16,2.5153,3.0009,165.6256,133.5146,125.7648
2023-10-17,2.5758,2.9425,165.4986,132.7279,126.3606
2023-10-18,2.6634,3.0402,169.1898,135.2416,125.578
2023-10-19,2.6783,3.145,170.0176,134.9495,126.2046
2023-10-20,2.6539,3.1762,169.7545,135.0905,128.6675
2023-10-23,2.5619,3.0804,166.391,133.7276,128.1522
2023-10-24,2.4763,3.0857,167.5313,134.8852,126.0651
2023-10-25,2.4612,3.0685,170.1125,136.564,124.7916
2023-10-26,2.5504,3.0535,169.1588,134.9836,125.9565
2023-10-27,2.5731,3.0526,167.0999,132.7826,124.8427
2023-10-30,2.4554,2.994,167.096,131.4617,126.0589
2023-10-31,2.3195,2.9791,166.2794,133.0974,124.8994
2023-11-01,2.3823,3.1102,167.2381,132.4348,124.4297
2023-11-02,2.3537,3.0263,165.9005,132.732,123.7984
2023-11-03,2.42,3.1331,166.8106,129.9313,124.4021
2023-11-06,2.474,3.2738,169.0982,130.228,126.606
2023-11-07,2.5077,3.2409,169.242,130.4217,126.3226
2023-11-08,2.3638,3.1812,168.5467,129.7034,125.3464
2023-11-09,2.2994,3.3266,170.5334,129.0244,126.2802
2023-11-10,2.3489,3.3453,169.2828,128.9683,126.3729
2023-11-13,2.3254,3.3563,170.3666,130.2452,125.595
2023-11-14,2.3329,3.2964,170.831,130.2375,124.3779
2023-11-15,2.3984,3.3585,170.1385,129.551,124.8236
2023-11-16,2.5151,3.3622,170.3991,131.1882,124.9666
2023-11-17,2.4887,3.4018,169.8536,130.8532,125.7365
2023-11-20,2.5236,3.3594,170.6667,130.708,124.548
2023-11-21,2.5918,3.6385,173.6624,128.6565,125.0197
2023-11-22,2.4906,3.5386,175.4793,131.2263,123.5792
2023-11-23,2.43,3.5498,174.5395,129.3901,123.0936
2023-11-24,2.4432,3.5389,173.2389,129.1408,123.1604
2023-11-27,2.6577,3.6216,173.8239,128.2349,123.2157
2023-11-28,2.5645,3.6611,175.7147,129.3057,121.695
2023-11-29,2.5038,3.7492,176.8184,130.4989,121.8841
2023-11-30,2.4459,3.6129,178.0239,134.1059,119.6169
2023-12-01,2.4611,3.6672,180.7454,137.0396,117.2341
2023-12-04,2.3537,3.5557,180.5601,139.0132,118.4648
2023-12-05,2.3176,3.4423,180.5538,139.9213,117.348
2023-12-06,2.2435,3.4259,180.0141,141.599,117.1881
2023-12-07,2.3728,3.4042,179.3793,141.1898,117.4636
2023-12-08,2.46,3.4517,180.0085,142.7439,117.451
2023-12-11,2.5023,3.374,180.459,143.723,118.9501
2023-12-12,2.5704,3.3794,180.0106,141.3815,120.2685
2023-12-13,2.6406,3.3426,182.302,144.9492,118.6397
2023-12-14,2.7348,3.454,186.7475,145.3354,118.4989
2023-12-15,2.866,3.5638,190.2786,146.4557,119.3363
2023-12-18,2.9134,3.6337,192.6973,148.4384,120.0315
2023-12-19,2.8609,3.6706,191.8977,145.9085,122.6685
2023-12-20,2.8955,3.592,190.7431,147.0149,123.3522
2023-12-21,2.9778,3.4763,189.4821,147.0254,124.4978
2023-12-22,2.9277,3.4429,189.7358,149.5414,121.6146
2023-12-25,2.9542,3.5167,192.2479,152.8078,120.2947
2023-12-26,2.8386,3.3426,189.5931,151.7912,118.0817
2023-12-27,2.9053,3.4237,187.517,146.6943,119.9073
2023-12-28,2.9145,3.4238,189.6561,148.3557,119.5715
2023-12-29,2.9577,3.6939,191.2574,147.2621,118.9458
2024-01-01,2.8509,3.6087,189.5761,148.0087,119.1434
2024-01-02,2.8558,3.7373,189.5047,150.6886,120.6504
2024-01-03,2.9226,3.6257,189.0995,151.0198,119.7911
2024-01-04,2.8174,3.6137,185.5942,149.8049,120.1067
2024-01-05,2.9717,3.5738,186.5318,148.1402,121.8363
2024-01-08,2.9732,3.6481,186.5484,149.375,122.2821
2024-01-09,2.927,3.5576,187.241,151.0253,121.632
2024-01-10,3.0141,3.5407,187.2869,150.3577,122.2356
2024-01-11,3.0071,3.5288,189.9389,148.6356,123.4146
2024-01-12,3.1256,3.5676,189.6753,149.455,126.9378
2024-01-15,3.2564,3.5517,191.3206,152.8381,126.8238
2024-01-16,3.2642,3.5774,191.0196,153.0112,127.7978
2024-01-17,3.2329,3.4795,190.4878,152.3116,127.5962
2024-01-18,3.3952,3.5547,191.1179,154.9976,129.8008
2024-01-19,3.4691,3.6492,193.7732,155.501,130.0589
2024-01-22,3.369,3.628,192.3473,158.7046,128.9835
2024-01-23,3.3853,3.5391,191.2332,157.9801,128.8229
2024-01-24,3.288,3.6328,192.1877,161.0873,127.496
2024-01-25,3.1783,3.5578,192.301,164.7275,125.1481
2024-01-26,3.1107,3.4683,193.2006,166.6546,124.0196
2024-01-29,3.1193,3.4805,193.3444,166.3714,123.7938
2024-01-30,3.1913,3.4562,193.7177,165.008,126.6155
2024-01-31,3.2617,3.489,197.5044,165.4322,126.6599
2024-02-01,3.3593,3.5656,199.101,167.6591,124.9661
2024-02-02,3.3965,3.5505,198.8692,169.8528,122.9711
2024-02-05,3.3622,3.6068,202.1808,173.4278,124.13
2024-02-06,3.4336,3.6097,201.2528,171.4662,127.33
